,State,Service,Price,DateTime
0,NSW1,ENERGY,105.99228112939264,2017/04/01 00:05:00
1,QLD1,ENERGY,97.8234560227512,2017/04/01 00:05:00
2,SA1,ENERGY,118.09659963436742,2017/04/01 00:05:00
3,TAS1,ENERGY,109.54857363396516,2017/04/01 00:05:00
4,VIC1,ENERGY,108.42904367255663,2017/04/01 00:05:00
0,NSW1,ENERGY,105.08149398598461,2017/04/01 00:10:00
1,QLD1,ENERGY,98.9436251438134,2017/04/01 00:10:00
2,SA1,ENERGY,113.44678171739359,2017/04/01 00:10:00
3,TAS1,ENERGY,104.23511431858577,2017/04/01 00:10:00
4,VIC1,ENERGY,104.69561384792375,2017/04/01 00:10:00
0,NSW1,ENERGY,105.99247125852071,2017/04/01 00:15:00
1,QLD1,ENERGY,99.15595686235113,2017/04/01 00:15:00
2,SA1,ENERGY,115.54451276833998,2017/04/01 00:15:00
3,TAS1,ENERGY,107.67906562214371,2017/04/01 00:15:00
4,VIC1,ENERGY,106.60298789297077,2017/04/01 00:15:00
0,NSW1,ENERGY,102.59974067615349,2017/04/01 00:20:00
1,QLD1,ENERGY,97.87696356078897,2017/04/01 00:20:00
2,SA1,ENERGY,109.64324051926613,2017/04/01 00:20:00
3,TAS1,ENERGY,102.18799529244887,2017/04/01 00:20:00
4,VIC1,ENERGY,102.29360909995842,2017/04/01 00:20:00
0,NSW1,ENERGY,76.82743600000015,2017/04/01 00:25:00
1,QLD1,ENERGY,73.30615303999997,2017/04/01 00:25:00
2,SA1,ENERGY,78.6891797382356,2017/04/01 00:25:00
3,TAS1,ENERGY,74.94,2017/04/01 00:25:00
4,VIC1,ENERGY,74.63389500000012,2017/04/01 00:25:00
0,NSW1,ENERGY,105.12251345860004,2017/04/01 00:30:00
1,QLD1,ENERGY,98.92628536031384,2017/04/01 00:30:00
2,SA1,ENERGY,107.61601972950649,2017/04/01 00:30:00
3,TAS1,ENERGY,101.6321923229403,2017/04/01 00:30:00
4,VIC1,ENERGY,102.15381477596527,2017/04/01 00:30:00
0,NSW1,ENERGY,105.99228112939264,2017/04/01 00:35:00
1,QLD1,ENERGY,98.92628536031384,2017/04/01 00:35:00
2,SA1,ENERGY,110.62414381474721,2017/04/01 00:35:00
3,TAS1,ENERGY,103.28680113751753,2017/04/01 00:35:00
4,VIC1,ENERGY,103.76962299410869,2017/04/01 00:35:00
0,NSW1,ENERGY,106.55342783600041,2017/04/01 00:40:00
1,QLD1,ENERGY,98.94362415437716,2017/04/01 00:40:00
2,SA1,ENERGY,108.7788183809225,2017/04/01 00:40:00
3,TAS1,ENERGY,102.08644367116409,2017/04/01 00:40:00
4,VIC1,ENERGY,102.59737476623783,2017/04/01 00:40:00
0,NSW1,ENERGY,105.8364635289196,2017/04/01 00:45:00
1,QLD1,ENERGY,98.9436251438134,2017/04/01 00:45:00
2,SA1,ENERGY,106.76240765610292,2017/04/01 00:45:00
3,TAS1,ENERGY,101.36155397970927,2017/04/01 00:45:00
4,VIC1,ENERGY,101.88952316703275,2017/04/01 00:45:00
0,NSW1,ENERGY,105.95647193585337,2017/04/01 00:50:00
1,QLD1,ENERGY,98.9436251438134,2017/04/01 00:50:00
2,SA1,ENERGY,105.27167525773156,2017/04/01 00:50:00
3,TAS1,ENERGY,103.45674684994265,2017/04/01 00:50:00
4,VIC1,ENERGY,101.02546964490206,2017/04/01 00:50:00
0,NSW1,ENERGY,107.4068769584772,2017/04/01 00:55:00
1,QLD1,ENERGY,98.9436251438134,2017/04/01 00:55:00
2,SA1,ENERGY,106.43390492626297,2017/04/01 00:55:00
3,TAS1,ENERGY,105.02372080326326,2017/04/01 00:55:00
4,VIC1,ENERGY,102.55566112331339,2017/04/01 00:55:00
0,NSW1,ENERGY,80.42653354000016,2017/04/01 01:00:00
1,QLD1,ENERGY,74.57380948000011,2017/04/01 01:00:00
2,SA1,ENERGY,80.20242966000013,2017/04/01 01:00:00
3,TAS1,ENERGY,74.94,2017/04/01 01:00:00
4,VIC1,ENERGY,76.08888000000012,2017/04/01 01:00:00
0,NSW1,ENERGY,106.55743604225492,2017/04/01 01:05:00
1,QLD1,ENERGY,98.9436251438134,2017/04/01 01:05:00
2,SA1,ENERGY,107.02830875431432,2017/04/01 01:05:00
3,TAS1,ENERGY,98.24643865704425,2017/04/01 01:05:00
4,VIC1,ENERGY,100.88846103964015,2017/04/01 01:05:00
0,NSW1,ENERGY,105.99247125852071,2017/04/01 01:10:00
1,QLD1,ENERGY,98.92628536031384,2017/04/01 01:10:00
2,SA1,ENERGY,105.9900334316819,2017/04/01 01:10:00
3,TAS1,ENERGY,98.74404844846913,2017/04/01 01:10:00
