,State,Service,Price,DateTime
0,NSW1,ENERGY,99.98984359130611,2017/09/01 00:05:00
1,QLD1,ENERGY,86.8457786918544,2017/09/01 00:05:00
2,SA1,ENERGY,98.75726878935617,2017/09/01 00:05:00
3,TAS1,ENERGY,102.52048552711759,2017/09/01 00:05:00
4,VIC1,ENERGY,103.83885263050985,2017/09/01 00:05:00
0,NSW1,ENERGY,101.54984359130611,2017/09/01 00:10:00
1,QLD1,ENERGY,88.81651728339406,2017/09/01 00:10:00
2,SA1,ENERGY,101.45439141832885,2017/09/01 00:10:00
3,TAS1,ENERGY,104.07757667865313,2017/09/01 00:10:00
4,VIC1,ENERGY,105.41584816482762,2017/09/01 00:10:00
0,NSW1,ENERGY,101.5494462569278,2017/09/01 00:15:00
1,QLD1,ENERGY,88.75720749473146,2017/09/01 00:15:00
2,SA1,ENERGY,100.8040652839677,2017/09/01 00:15:00
3,TAS1,ENERGY,102.37926861143175,2017/09/01 00:15:00
4,VIC1,ENERGY,103.69620670144829,2017/09/01 00:15:00
0,NSW1,ENERGY,100.13134457578256,2017/09/01 00:20:00
1,QLD1,ENERGY,86.88220757825371,2017/09/01 00:20:00
2,SA1,ENERGY,96.56882653624385,2017/09/01 00:20:00
3,TAS1,ENERGY,100.29391870469522,2017/09/01 00:20:00
4,VIC1,ENERGY,101.5838760749588,2017/09/01 00:20:00
0,NSW1,ENERGY,100.79827499052719,2017/09/01 00:25:00
1,QLD1,ENERGY,86.88220410296542,2017/09/01 00:25:00
2,SA1,ENERGY,95.23989887850084,2017/09/01 00:25:00
3,TAS1,ENERGY,99.29426592545305,2017/09/01 00:25:00
4,VIC1,ENERGY,100.57146898764415,2017/09/01 00:25:00
0,NSW1,ENERGY,94.71514778354621,2017/09/01 00:30:00
1,QLD1,ENERGY,81.64530793730032,2017/09/01 00:30:00
2,SA1,ENERGY,89.98602236421725,2017/09/01 00:30:00
3,TAS1,ENERGY,93.36084659544717,2017/09/01 00:30:00
4,VIC1,ENERGY,94.56235151757184,2017/09/01 00:30:00
0,NSW1,ENERGY,95.99266125917342,2017/09/01 00:35:00
1,QLD1,ENERGY,86.88220757825371,2017/09/01 00:35:00
2,SA1,ENERGY,93.05739766318987,2017/09/01 00:35:00
3,TAS1,ENERGY,96.05072005600621,2017/09/01 00:35:00
4,VIC1,ENERGY,97.2864503476238,2017/09/01 00:35:00
0,NSW1,ENERGY,108.7094507551585,2017/09/01 00:40:00
1,QLD1,ENERGY,93.72473941714529,2017/09/01 00:40:00
2,SA1,ENERGY,105.78554817698358,2017/09/01 00:40:00
3,TAS1,ENERGY,108.62889477132519,2017/09/01 00:40:00
4,VIC1,ENERGY,110.02521488193996,2017/09/01 00:40:00
0,NSW1,ENERGY,108.76559187406939,2017/09/01 00:45:00
1,QLD1,ENERGY,93.72473941714529,2017/09/01 00:45:00
2,SA1,ENERGY,105.88552435652002,2017/09/01 00:45:00
3,TAS1,ENERGY,108.75559187406938,2017/09/01 00:45:00
4,VIC1,ENERGY,110.15356154009785,2017/09/01 00:45:00
0,NSW1,ENERGY,99.98984359130611,2017/09/01 00:50:00
1,QLD1,ENERGY,86.14524984765295,2017/09/01 00:50:00
2,SA1,ENERGY,93.82147014015857,2017/09/01 00:50:00
3,TAS1,ENERGY,97.88105677432057,2017/09/01 00:50:00
4,VIC1,ENERGY,99.13992992077738,2017/09/01 00:50:00
0,NSW1,ENERGY,99.95803608896348,2017/09/01 00:55:00
1,QLD1,ENERGY,86.64062694083113,2017/09/01 00:55:00
2,SA1,ENERGY,89.98602236421725,2017/09/01 00:55:00
3,TAS1,ENERGY,92.92972356230045,2017/09/01 00:55:00
