,State,Service,Price,DateTime
4,VIC1,ENERGY,25.197984161267097,2017/01/01 00:35:00
0,NSW1,ENERGY,98.36754711458507,2017/01/01 00:40:00
1,QLD1,ENERGY,101.78073110805124,2017/01/01 00:40:00
2,SA1,ENERGY,92.45751658279202,2017/01/01 00:40:00
3,TAS1,ENERGY,34.57720860441185,2017/01/01 00:40:00
4,VIC1,ENERGY,0.8857075871590183,2017/01/01 00:40:00
0,NSW1,ENERGY,81.46205349360149,2017/01/01 00:45:00
1,QLD1,ENERGY,85.98612761176685,2017/01/01 00:45:00
2,SA1,ENERGY,78.62287948755406,2017/01/01 00:45:00
3,TAS1,ENERGY,44.7706995231831,2017/01/01 00:45:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 00:45:00
0,NSW1,ENERGY,81.93457991597917,2017/01/01 00:50:00
1,QLD1,ENERGY,85.80602216357124,2017/01/01 00:50:00
2,SA1,ENERGY,79.98801677651286,2017/01/01 00:50:00
3,TAS1,ENERGY,44.95460717004819,2017/01/01 00:50:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 00:50:00
0,NSW1,ENERGY,78.47536925006722,2017/01/01 00:55:00
1,QLD1,ENERGY,82.13927814380268,2017/01/01 00:55:00
2,SA1,ENERGY,79.98801677651286,2017/01/01 00:55:00
3,TAS1,ENERGY,43.855137298365506,2017/01/01 00:55:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 00:55:00
0,NSW1,ENERGY,52.7795319006814,2017/01/01 01:00:00
1,QLD1,ENERGY,55.65765021680776,2017/01/01 01:00:00
2,SA1,ENERGY,79.98801677651286,2017/01/01 01:00:00
3,TAS1,ENERGY,31.78560792012336,2017/01/01 01:00:00
4,VIC1,ENERGY,20.08031161877431,2017/01/01 01:00:00
0,NSW1,ENERGY,52.84664432590731,2017/01/01 01:05:00
1,QLD1,ENERGY,55.6845518251229,2017/01/01 01:05:00
2,SA1,ENERGY,59.98601957259836,2017/01/01 01:05:00
3,TAS1,ENERGY,34.791113783203436,2017/01/01 01:05:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 01:05:00
0,NSW1,ENERGY,80.36269505624654,2017/01/01 01:10:00
1,QLD1,ENERGY,85.98610181592856,2017/01/01 01:10:00
2,SA1,ENERGY,79.98801677651286,2017/01/01 01:10:00
3,TAS1,ENERGY,38.335738628652216,2017/01/01 01:10:00
4,VIC1,ENERGY,13.810874207777024,2017/01/01 01:10:00
0,NSW1,ENERGY,77.96867273142507,2017/01/01 01:15:00
1,QLD1,ENERGY,83.43293440180362,2017/01/01 01:15:00
2,SA1,ENERGY,79.98801677651286,2017/01/01 01:15:00
3,TAS1,ENERGY,34.11679488343001,2017/01/01 01:15:00
4,VIC1,ENERGY,10.500874215777024,2017/01/01 01:15:00
0,NSW1,ENERGY,52.467019760479054,2017/01/01 01:20:00
1,QLD1,ENERGY,55.65765021680776,2017/01/01 01:20:00
2,SA1,ENERGY,63.65126357726208,2017/01/01 01:20:00
3,TAS1,ENERGY,34.59862692925761,2017/01/01 01:20:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 01:20:00
0,NSW1,ENERGY,52.525688489572545,2017/01/01 01:25:00
1,QLD1,ENERGY,55.65765021680776,2017/01/01 01:25:00
2,SA1,ENERGY,63.66229563440782,2017/01/01 01:25:00
3,TAS1,ENERGY,34.61244926031078,2017/01/01 01:25:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 01:25:00
0,NSW1,ENERGY,51.40947544058707,2017/01/01 01:30:00
1,QLD1,ENERGY,55.65765021680776,2017/01/01 01:30:00
2,SA1,ENERGY,59.98601957259836,2017/01/01 01:30:00
3,TAS1,ENERGY,33.8176550292617,2017/01/01 01:30:00
4,VIC1,ENERGY,24.3979841612671,2017/01/01 01:30:00
0,NSW1,ENERGY,49.98984359130611,2017/01/01 01:35:00
1,QLD1,ENERGY,54.15884657729052,2017/01/01 01:35:00
2,SA1,ENERGY,65.81911241854596,2017/01/01 01:35:00
3,TAS1,ENERGY,33.73932332051797,2017/01/01 01:35:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 01:35:00
0,NSW1,ENERGY,49.99491301251399,2017/01/01 01:40:00
1,QLD1,ENERGY,55.6845518251229,2017/01/01 01:40:00
2,SA1,ENERGY,63.48717224812118,2017/01/01 01:40:00
3,TAS1,ENERGY,33.60348939578091,2017/01/01 01:40:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 01:40:00
0,NSW1,ENERGY,49.99491301251399,2017/01/01 01:45:00
1,QLD1,ENERGY,53.734682490589215,2017/01/01 01:45:00
2,SA1,ENERGY,64.32528500165566,2017/01/01 01:45:00
3,TAS1,ENERGY,30.919484112538328,2017/01/01 01:45:00
4,VIC1,ENERGY,20.799808302862242,2017/01/01 01:45:00
0,NSW1,ENERGY,49.98984359130611,2017/01/01 01:50:00
1,QLD1,ENERGY,53.87485427584782,2017/01/01 01:50:00
2,SA1,ENERGY,65.1412774517115,2017/01/01 01:50:00
3,TAS1,ENERGY,30.904517624414726,2017/01/01 01:50:00
4,VIC1,ENERGY,20.812543648229273,2017/01/01 01:50:00
0,NSW1,ENERGY,49.99491301251399,2017/01/01 01:55:00
1,QLD1,ENERGY,54.08334701393847,2017/01/01 01:55:00
2,SA1,ENERGY,79.98801677651286,2017/01/01 01:55:00
3,TAS1,ENERGY,27.853927310172182,2017/01/01 01:55:00
4,VIC1,ENERGY,16.230247720898458,2017/01/01 01:55:00
0,NSW1,ENERGY,44.970778222085514,2017/01/01 02:00:00
1,QLD1,ENERGY,47.98782276222714,2017/01/01 02:00:00
2,SA1,ENERGY,59.98601957259836,2017/01/01 02:00:00
3,TAS1,ENERGY,31.687251551508155,2017/01/01 02:00:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 02:00:00
0,NSW1,ENERGY,57.720344108446305,2017/01/01 02:05:00
1,QLD1,ENERGY,62.20631889255469,2017/01/01 02:05:00
2,SA1,ENERGY,69.51324089622668,2017/01/01 02:05:00
3,TAS1,ENERGY,36.00277149143835,2017/01/01 02:05:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 02:05:00
0,NSW1,ENERGY,69.40077875100172,2017/01/01 02:10:00
1,QLD1,ENERGY,74.13346888492809,2017/01/01 02:10:00
2,SA1,ENERGY,79.98801677651286,2017/01/01 02:10:00
3,TAS1,ENERGY,35.11106516853668,2017/01/01 02:10:00
4,VIC1,ENERGY,17.23568183930191,2017/01/01 02:10:00
0,NSW1,ENERGY,71.72573574425608,2017/01/01 02:15:00
1,QLD1,ENERGY,76.65116365403763,2017/01/01 02:15:00
2,SA1,ENERGY,79.98801677651286,2017/01/01 02:15:00
3,TAS1,ENERGY,40.64671607977757,2017/01/01 02:15:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 02:15:00
0,NSW1,ENERGY,60.697934683080675,2017/01/01 02:20:00
1,QLD1,ENERGY,64.40894571166959,2017/01/01 02:20:00
2,SA1,ENERGY,71.4856799586685,2017/01/01 02:20:00
3,TAS1,ENERGY,36.99495956113766,2017/01/01 02:20:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 02:20:00
0,NSW1,ENERGY,60.697934683080675,2017/01/01 02:25:00
1,QLD1,ENERGY,63.95680679621547,2017/01/01 02:25:00
2,SA1,ENERGY,76.00866670766295,2017/01/01 02:25:00
3,TAS1,ENERGY,37.1541693672235,2017/01/01 02:25:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 02:25:00
0,NSW1,ENERGY,60.697934683080675,2017/01/01 02:30:00
1,QLD1,ENERGY,62.53532186387215,2017/01/01 02:30:00
2,SA1,ENERGY,74.86205385344218,2017/01/01 02:30:00
3,TAS1,ENERGY,37.11592504965199,2017/01/01 02:30:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 02:30:00
0,NSW1,ENERGY,60.697934683080675,2017/01/01 02:35:00
1,QLD1,ENERGY,62.10995073761318,2017/01/01 02:35:00
2,SA1,ENERGY,79.98801677651286,2017/01/01 02:35:00
3,TAS1,ENERGY,37.27530160797884,2017/01/01 02:35:00
4,VIC1,ENERGY,25.197989200863944,2017/01/01 02:35:00
0,NSW1,ENERGY,55.95165549461711,2017/01/01 02:40:00
1,QLD1,ENERGY,58.112060816575294,2017/01/01 02:40:00
2,SA1,ENERGY,73.06685693384398,2017/01/01 02:40:00
3,TAS1,ENERGY,35.48353557798743,2017/01/01 02:40:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 02:40:00
0,NSW1,ENERGY,55.94668837114661,2017/01/01 02:45:00
1,QLD1,ENERGY,57.280569315291594,2017/01/01 02:45:00
2,SA1,ENERGY,72.64341248025737,2017/01/01 02:45:00
3,TAS1,ENERGY,35.47293650766507,2017/01/01 02:45:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 02:45:00
0,NSW1,ENERGY,59.83684121150259,2017/01/01 02:50:00
1,QLD1,ENERGY,61.723927424307604,2017/01/01 02:50:00
2,SA1,ENERGY,79.98801677651286,2017/01/01 02:50:00
3,TAS1,ENERGY,36.97593986637993,2017/01/01 02:50:00
4,VIC1,ENERGY,25.197986681065544,2017/01/01 02:50:00
0,NSW1,ENERGY,53.99302451682842,2017/01/01 02:55:00
1,QLD1,ENERGY,55.65765021680776,2017/01/01 02:55:00
2,SA1,ENERGY,67.56218339912411,2017/01/01 02:55:00
3,TAS1,ENERGY,34.654622088011365,2017/01/01 02:55:00
4,VIC1,ENERGY,25.197984413246928,2017/01/01 02:55:00
0,NSW1,ENERGY,44.970778222085514,2017/01/01 03:00:00
1,QLD1,ENERGY,45.64219194094124,2017/01/01 03:00:00
2,SA1,ENERGY,57.448470347031574,2017/01/01 03:00:00
3,TAS1,ENERGY,31.555061241985854,2017/01/01 03:00:00
4,VIC1,ENERGY,25.197983657307418,2017/01/01 03:00:00
0,NSW1,ENERGY,54.391588950030965,2017/01/01 03:05:00
1,QLD1,ENERGY,55.657650216807774,2017/01/01 03:05:00
2,SA1,ENERGY,65.64901151969319,2017/01/01 03:05:00
3,TAS1,ENERGY,34.66403452664423,2017/01/01 03:05:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 03:05:00
0,NSW1,ENERGY,55.17857170508984,2017/01/01 03:10:00
1,QLD1,ENERGY,55.657665411346294,2017/01/01 03:10:00
2,SA1,ENERGY,69.21523925465094,2017/01/01 03:10:00
3,TAS1,ENERGY,35.21197079933374,2017/01/01 03:10:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 03:10:00
0,NSW1,ENERGY,48.112638856446296,2017/01/01 03:15:00
1,QLD1,ENERGY,49.28707769413296,2017/01/01 03:15:00
2,SA1,ENERGY,58.41612812366144,2017/01/01 03:15:00
3,TAS1,ENERGY,32.50806996907811,2017/01/01 03:15:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 03:15:00
0,NSW1,ENERGY,54.01355161480486,2017/01/01 03:20:00
1,QLD1,ENERGY,55.65765077338426,2017/01/01 03:20:00
2,SA1,ENERGY,63.380411328720314,2017/01/01 03:20:00
3,TAS1,ENERGY,34.53509748934764,2017/01/01 03:20:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 03:20:00
0,NSW1,ENERGY,46.291586122698135,2017/01/01 03:25:00
1,QLD1,ENERGY,46.97591464035004,2017/01/01 03:25:00
2,SA1,ENERGY,51.04735718057397,2017/01/01 03:25:00
3,TAS1,ENERGY,31.763404268571975,2017/01/01 03:25:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 03:25:00
0,NSW1,ENERGY,55.95165549461716,2017/01/01 03:30:00
1,QLD1,ENERGY,58.33900073126143,2017/01/01 03:30:00
2,SA1,ENERGY,59.98601957259836,2017/01/01 03:30:00
3,TAS1,ENERGY,35.06521621269715,2017/01/01 03:30:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 03:30:00
0,NSW1,ENERGY,55.946686133279066,2017/01/01 03:35:00
1,QLD1,ENERGY,58.83225966873537,2017/01/01 03:35:00
2,SA1,ENERGY,59.98601957259836,2017/01/01 03:35:00
3,TAS1,ENERGY,35.06775529970382,2017/01/01 03:35:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 03:35:00
0,NSW1,ENERGY,55.94668837114661,2017/01/01 03:40:00
1,QLD1,ENERGY,57.9724060636891,2017/01/01 03:40:00
2,SA1,ENERGY,60.8287740479981,2017/01/01 03:40:00
3,TAS1,ENERGY,31.880712751090165,2017/01/01 03:40:00
4,VIC1,ENERGY,19.982459367641244,2017/01/01 03:40:00
0,NSW1,ENERGY,53.44313724505792,2017/01/01 03:45:00
1,QLD1,ENERGY,55.6845518251229,2017/01/01 03:45:00
2,SA1,ENERGY,58.339934091258044,2017/01/01 03:45:00
3,TAS1,ENERGY,41.56471464615845,2017/01/01 03:45:00
4,VIC1,ENERGY,37.09798416126709,2017/01/01 03:45:00
0,NSW1,ENERGY,46.291586122698135,2017/01/01 03:50:00
1,QLD1,ENERGY,47.88707193000314,2017/01/01 03:50:00
2,SA1,ENERGY,50.2190962302385,2017/01/01 03:50:00
3,TAS1,ENERGY,31.764714980083312,2017/01/01 03:50:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 03:50:00
0,NSW1,ENERGY,52.63014278841124,2017/01/01 03:55:00
1,QLD1,ENERGY,55.6845518251229,2017/01/01 03:55:00
2,SA1,ENERGY,52.133304109906575,2017/01/01 03:55:00
3,TAS1,ENERGY,33.64791506269963,2017/01/01 03:55:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 03:55:00
0,NSW1,ENERGY,53.033582934839465,2017/01/01 04:00:00
1,QLD1,ENERGY,55.684557393578054,2017/01/01 04:00:00
2,SA1,ENERGY,52.86044272708844,2017/01/01 04:00:00
3,TAS1,ENERGY,33.91612853569896,2017/01/01 04:00:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 04:00:00
0,NSW1,ENERGY,57.55253563006255,2017/01/01 04:05:00
1,QLD1,ENERGY,60.93504863508003,2017/01/01 04:05:00
2,SA1,ENERGY,53.752106475885746,2017/01/01 04:05:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 04:05:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 04:05:00
0,NSW1,ENERGY,57.59253563006255,2017/01/01 04:10:00
1,QLD1,ENERGY,60.02754803650189,2017/01/01 04:10:00
2,SA1,ENERGY,52.34264778646495,2017/01/01 04:10:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 04:10:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 04:10:00
0,NSW1,ENERGY,57.47253563006255,2017/01/01 04:15:00
1,QLD1,ENERGY,59.913681552949434,2017/01/01 04:15:00
2,SA1,ENERGY,52.127891452690235,2017/01/01 04:15:00
3,TAS1,ENERGY,80.57205763762704,2017/01/01 04:15:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 04:15:00
0,NSW1,ENERGY,57.54253563006255,2017/01/01 04:20:00
1,QLD1,ENERGY,59.56187582292853,2017/01/01 04:20:00
2,SA1,ENERGY,51.54387629350148,2017/01/01 04:20:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 04:20:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 04:20:00
0,NSW1,ENERGY,55.95165549461711,2017/01/01 04:25:00
1,QLD1,ENERGY,58.32657946374192,2017/01/01 04:25:00
2,SA1,ENERGY,47.8559306971201,2017/01/01 04:25:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 04:25:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 04:25:00
0,NSW1,ENERGY,58.47142633824913,2017/01/01 04:30:00
1,QLD1,ENERGY,60.935048635080015,2017/01/01 04:30:00
2,SA1,ENERGY,48.60484961198336,2017/01/01 04:30:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 04:30:00
4,VIC1,ENERGY,25.19798416126712,2017/01/01 04:30:00
0,NSW1,ENERGY,55.95165549461711,2017/01/01 04:35:00
1,QLD1,ENERGY,58.332734145846295,2017/01/01 04:35:00
2,SA1,ENERGY,43.36520592603407,2017/01/01 04:35:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 04:35:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 04:35:00
0,NSW1,ENERGY,55.94668837114661,2017/01/01 04:40:00
1,QLD1,ENERGY,57.91422150778302,2017/01/01 04:40:00
2,SA1,ENERGY,39.78152218745419,2017/01/01 04:40:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 04:40:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 04:40:00
0,NSW1,ENERGY,55.95165549461711,2017/01/01 04:45:00
1,QLD1,ENERGY,57.9365964249443,2017/01/01 04:45:00
2,SA1,ENERGY,39.10223584361162,2017/01/01 04:45:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 04:45:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 04:45:00
0,NSW1,ENERGY,55.94668837114661,2017/01/01 04:50:00
1,QLD1,ENERGY,57.92703329942007,2017/01/01 04:50:00
2,SA1,ENERGY,38.446311403956535,2017/01/01 04:50:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 04:50:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 04:50:00
0,NSW1,ENERGY,56.800143958502616,2017/01/01 04:55:00
1,QLD1,ENERGY,57.95623441262906,2017/01/01 04:55:00
2,SA1,ENERGY,38.6060435149917,2017/01/01 04:55:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 04:55:00
4,VIC1,ENERGY,25.19798617710582,2017/01/01 04:55:00
0,NSW1,ENERGY,56.80014096250261,2017/01/01 05:00:00
1,QLD1,ENERGY,57.95371952120963,2017/01/01 05:00:00
2,SA1,ENERGY,38.56822322121126,2017/01/01 05:00:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:00:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 05:00:00
0,NSW1,ENERGY,53.69965067273842,2017/01/01 05:05:00
1,QLD1,ENERGY,55.599254812668185,2017/01/01 05:05:00
2,SA1,ENERGY,36.799966680838956,2017/01/01 05:05:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:05:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 05:05:00
0,NSW1,ENERGY,55.94668837114659,2017/01/01 05:10:00
1,QLD1,ENERGY,57.9125207284566,2017/01/01 05:10:00
2,SA1,ENERGY,36.947387819296004,2017/01/01 05:10:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:10:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 05:10:00
0,NSW1,ENERGY,55.94668837114661,2017/01/01 05:15:00
1,QLD1,ENERGY,57.917673418455614,2017/01/01 05:15:00
2,SA1,ENERGY,36.941524266392314,2017/01/01 05:15:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:15:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 05:15:00
0,NSW1,ENERGY,56.22134262059035,2017/01/01 05:20:00
1,QLD1,ENERGY,58.22077116630669,2017/01/01 05:20:00
2,SA1,ENERGY,36.854017278617725,2017/01/01 05:20:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:20:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 05:20:00
0,NSW1,ENERGY,46.82002951159059,2017/01/01 05:25:00
1,QLD1,ENERGY,48.112813968420895,2017/01/01 05:25:00
2,SA1,ENERGY,31.48367206041198,2017/01/01 05:25:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:25:00
4,VIC1,ENERGY,22.37288459755785,2017/01/01 05:25:00
0,NSW1,ENERGY,56.8001409625026,2017/01/01 05:30:00
1,QLD1,ENERGY,58.370303437434835,2017/01/01 05:30:00
2,SA1,ENERGY,37.34926982975913,2017/01/01 05:30:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:30:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 05:30:00
0,NSW1,ENERGY,49.373068754499634,2017/01/01 05:35:00
1,QLD1,ENERGY,50.57844960403168,2017/01/01 05:35:00
2,SA1,ENERGY,35.07087185025198,2017/01/01 05:35:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:35:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 05:35:00
0,NSW1,ENERGY,38.13637293016559,2017/01/01 05:40:00
1,QLD1,ENERGY,39.15549532037437,2017/01/01 05:40:00
2,SA1,ENERGY,31.324997480201592,2017/01/01 05:40:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:40:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 05:40:00
0,NSW1,ENERGY,30.97482793143339,2017/01/01 05:45:00
1,QLD1,ENERGY,31.488758407824168,2017/01/01 05:45:00
2,SA1,ENERGY,28.237259911662623,2017/01/01 05:45:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:45:00
4,VIC1,ENERGY,25.105298843201155,2017/01/01 05:45:00
0,NSW1,ENERGY,46.341721148262096,2017/01/01 05:50:00
1,QLD1,ENERGY,48.27683782569909,2017/01/01 05:50:00
2,SA1,ENERGY,35.658756490709905,2017/01/01 05:50:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:50:00
4,VIC1,ENERGY,28.37748412934922,2017/01/01 05:50:00
0,NSW1,ENERGY,45.131729667812145,2017/01/01 05:55:00
1,QLD1,ENERGY,46.68426116838511,2017/01/01 05:55:00
2,SA1,ENERGY,32.68770742381837,2017/01/01 05:55:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 05:55:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 05:55:00
0,NSW1,ENERGY,55.961679201707796,2017/01/01 06:00:00
1,QLD1,ENERGY,57.91523424908883,2017/01/01 06:00:00
2,SA1,ENERGY,39.12655393460378,2017/01/01 06:00:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 06:00:00
4,VIC1,ENERGY,28.783184852025403,2017/01/01 06:00:00
0,NSW1,ENERGY,39.843591306114156,2017/01/01 06:05:00
1,QLD1,ENERGY,41.483872273004366,2017/01/01 06:05:00
2,SA1,ENERGY,30.76906025512111,2017/01/01 06:05:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 06:05:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 06:05:00
0,NSW1,ENERGY,39.84128599043646,2017/01/01 06:10:00
1,QLD1,ENERGY,41.219077342557604,2017/01/01 06:10:00
2,SA1,ENERGY,30.659520394234562,2017/01/01 06:10:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 06:10:00
4,VIC1,ENERGY,25.197983405327573,2017/01/01 06:10:00
0,NSW1,ENERGY,39.843591306114156,2017/01/01 06:15:00
1,QLD1,ENERGY,41.23122406053219,2017/01/01 06:15:00
2,SA1,ENERGY,29.4161043724546,2017/01/01 06:15:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 06:15:00
4,VIC1,ENERGY,26.17787289226,2017/01/01 06:15:00
0,NSW1,ENERGY,44.30025593952483,2017/01/01 06:20:00
1,QLD1,ENERGY,45.84845536357089,2017/01/01 06:20:00
2,SA1,ENERGY,31.872169186465072,2017/01/01 06:20:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 06:20:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 06:20:00
0,NSW1,ENERGY,52.94637080541598,2017/01/01 06:25:00
1,QLD1,ENERGY,55.37579136430648,2017/01/01 06:25:00
2,SA1,ENERGY,34.3706551475882,2017/01/01 06:25:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 06:25:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 06:25:00
0,NSW1,ENERGY,53.73577350859038,2017/01/01 06:30:00
1,QLD1,ENERGY,55.599254812668235,2017/01/01 06:30:00
2,SA1,ENERGY,35.06932395095641,2017/01/01 06:30:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 06:30:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 06:30:00
0,NSW1,ENERGY,52.95011711860911,2017/01/01 06:35:00
1,QLD1,ENERGY,55.599254812668185,2017/01/01 06:35:00
2,SA1,ENERGY,34.95551109186704,2017/01/01 06:35:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 06:35:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 06:35:00
0,NSW1,ENERGY,39.843591306114156,2017/01/01 06:40:00
1,QLD1,ENERGY,39.86359278894986,2017/01/01 06:40:00
2,SA1,ENERGY,30.856379464684924,2017/01/01 06:40:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 06:40:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 06:40:00
0,NSW1,ENERGY,45.131729667812145,2017/01/01 06:45:00
1,QLD1,ENERGY,45.805320733103834,2017/01/01 06:45:00
2,SA1,ENERGY,32.76003940435279,2017/01/01 06:45:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 06:45:00
4,VIC1,ENERGY,25.685415120274715,2017/01/01 06:45:00
0,NSW1,ENERGY,44.970778222085514,2017/01/01 06:50:00
1,QLD1,ENERGY,44.978108458935736,2017/01/01 06:50:00
2,SA1,ENERGY,32.672945858293915,2017/01/01 06:50:00
3,TAS1,ENERGY,91.28772219925588,2017/01/01 06:50:00
4,VIC1,ENERGY,25.197984161267097,2017/01/01 06:50:00
0,NSW1,ENERGY,46.292910826731664,2017/01/01 06:55:00
1,QLD1,ENERGY,46.98845718261224,2017/01/01 06:55:00
2,SA1,ENERGY,33.19898880121039,2017/01/01 06:55:00
