,State,Service,Price,DateTime
0,NSW1,ENERGY,80.84214097095267,2017/08/01 00:05:00
1,QLD1,ENERGY,69.33104648409831,2017/08/01 00:05:00
2,SA1,ENERGY,162.7978726000871,2017/08/01 00:05:00
3,TAS1,ENERGY,122.6912653741922,2017/08/01 00:05:00
4,VIC1,ENERGY,152.18903028943186,2017/08/01 00:05:00
0,NSW1,ENERGY,77.1790104303953,2017/08/01 00:10:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 00:10:00
2,SA1,ENERGY,190.32973997640494,2017/08/01 00:10:00
3,TAS1,ENERGY,122.6912653741922,2017/08/01 00:10:00
4,VIC1,ENERGY,179.9502487562189,2017/08/01 00:10:00
0,NSW1,ENERGY,76.10637417627674,2017/08/01 00:15:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 00:15:00
2,SA1,ENERGY,289.6362380380376,2017/08/01 00:15:00
3,TAS1,ENERGY,122.6912653741922,2017/08/01 00:15:00
4,VIC1,ENERGY,273.67367367367365,2017/08/01 00:15:00
0,NSW1,ENERGY,77.17031671128497,2017/08/01 00:20:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 00:20:00
2,SA1,ENERGY,169.77146423652684,2017/08/01 00:20:00
3,TAS1,ENERGY,122.6912653741922,2017/08/01 00:20:00
4,VIC1,ENERGY,161.40487188926517,2017/08/01 00:20:00
0,NSW1,ENERGY,86.99847638395124,2017/08/01 00:25:00
1,QLD1,ENERGY,72.68600904012153,2017/08/01 00:25:00
2,SA1,ENERGY,149.42456158200588,2017/08/01 00:25:00
3,TAS1,ENERGY,122.6912653741922,2017/08/01 00:25:00
4,VIC1,ENERGY,143.3573003226337,2017/08/01 00:25:00
0,NSW1,ENERGY,82.21192830127733,2017/08/01 00:30:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 00:30:00
2,SA1,ENERGY,148.42251242798534,2017/08/01 00:30:00
3,TAS1,ENERGY,122.6912653741922,2017/08/01 00:30:00
4,VIC1,ENERGY,143.19555423563287,2017/08/01 00:30:00
0,NSW1,ENERGY,80.02005654496347,2017/08/01 00:35:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 00:35:00
2,SA1,ENERGY,134.36635727809144,2017/08/01 00:35:00
3,TAS1,ENERGY,122.6912653741922,2017/08/01 00:35:00
4,VIC1,ENERGY,127.68003657097924,2017/08/01 00:35:00
0,NSW1,ENERGY,90.44956109146338,2017/08/01 00:40:00
1,QLD1,ENERGY,76.02755015753262,2017/08/01 00:40:00
2,SA1,ENERGY,135.88119075786892,2017/08/01 00:40:00
3,TAS1,ENERGY,122.53775792384597,2017/08/01 00:40:00
4,VIC1,ENERGY,129.10943912991215,2017/08/01 00:40:00
0,NSW1,ENERGY,77.9000117035061,2017/08/01 00:45:00
1,QLD1,ENERGY,64.87850082372312,2017/08/01 00:45:00
2,SA1,ENERGY,127.23851284918588,2017/08/01 00:45:00
3,TAS1,ENERGY,122.51303330141505,2017/08/01 00:45:00
4,VIC1,ENERGY,120.44044044044044,2017/08/01 00:45:00
0,NSW1,ENERGY,96.31798319327731,2017/08/01 00:50:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 00:50:00
2,SA1,ENERGY,115.08921772239616,2017/08/01 00:50:00
3,TAS1,ENERGY,104.57573997353164,2017/08/01 00:50:00
4,VIC1,ENERGY,109.37384089795526,2017/08/01 00:50:00
0,NSW1,ENERGY,86.9984763839514,2017/08/01 00:55:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 00:55:00
2,SA1,ENERGY,112.98921725239616,2017/08/01 00:55:00
3,TAS1,ENERGY,101.55351322378779,2017/08/01 00:55:00
4,VIC1,ENERGY,106.32172354233218,2017/08/01 00:55:00
0,NSW1,ENERGY,86.99847638395124,2017/08/01 01:00:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 01:00:00
2,SA1,ENERGY,111.48060128128071,2017/08/01 01:00:00
3,TAS1,ENERGY,102.12661383863797,2017/08/01 01:00:00
4,VIC1,ENERGY,104.94494494494495,2017/08/01 01:00:00
0,NSW1,ENERGY,87.88327655976869,2017/08/01 01:05:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 01:05:00
2,SA1,ENERGY,116.08921689239617,2017/08/01 01:05:00
3,TAS1,ENERGY,107.34830974774762,2017/08/01 01:05:00
4,VIC1,ENERGY,108.72829020946482,2017/08/01 01:05:00
0,NSW1,ENERGY,86.99847638395124,2017/08/01 01:10:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 01:10:00
2,SA1,ENERGY,145.38484390106834,2017/08/01 01:10:00
3,TAS1,ENERGY,135.9153509852102,2017/08/01 01:10:00
4,VIC1,ENERGY,138.31815028587454,2017/08/01 01:10:00
0,NSW1,ENERGY,86.99847638395124,2017/08/01 01:15:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 01:15:00
2,SA1,ENERGY,133.4653903390326,2017/08/01 01:15:00
3,TAS1,ENERGY,125.32038124119998,2017/08/01 01:15:00
4,VIC1,ENERGY,126.92969196214277,2017/08/01 01:15:00
0,NSW1,ENERGY,90.4501034459687,2017/08/01 01:20:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 01:20:00
2,SA1,ENERGY,120.49459351221465,2017/08/01 01:20:00
3,TAS1,ENERGY,113.17840383460178,2017/08/01 01:20:00
4,VIC1,ENERGY,114.63277252703243,2017/08/01 01:20:00
0,NSW1,ENERGY,86.99847638395124,2017/08/01 01:25:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 01:25:00
2,SA1,ENERGY,116.15588400239616,2017/08/01 01:25:00
3,TAS1,ENERGY,109.13099734408961,2017/08/01 01:25:00
4,VIC1,ENERGY,110.53370680894575,2017/08/01 01:25:00
0,NSW1,ENERGY,86.99847638395124,2017/08/01 01:30:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 01:30:00
2,SA1,ENERGY,116.08921718639617,2017/08/01 01:30:00
3,TAS1,ENERGY,107.64723467439953,2017/08/01 01:30:00
4,VIC1,ENERGY,109.03328504800677,2017/08/01 01:30:00
0,NSW1,ENERGY,83.0717977289635,2017/08/01 01:35:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 01:35:00
2,SA1,ENERGY,120.49459351221465,2017/08/01 01:35:00
3,TAS1,ENERGY,113.78834746696046,2017/08/01 01:35:00
4,VIC1,ENERGY,115.25042781337612,2017/08/01 01:35:00
0,NSW1,ENERGY,86.99847638395124,2017/08/01 01:40:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 01:40:00
2,SA1,ENERGY,120.49459351221465,2017/08/01 01:40:00
3,TAS1,ENERGY,112.0370790448538,2017/08/01 01:40:00
4,VIC1,ENERGY,113.4768678914699,2017/08/01 01:40:00
0,NSW1,ENERGY,76.62925855482497,2017/08/01 01:45:00
1,QLD1,ENERGY,63.8133026985741,2017/08/01 01:45:00
2,SA1,ENERGY,120.49459351221465,2017/08/01 01:45:00
3,TAS1,ENERGY,112.07889066880227,2017/08/01 01:45:00
4,VIC1,ENERGY,113.5191614937925,2017/08/01 01:45:00
0,NSW1,ENERGY,76.62932790224033,2017/08/01 01:50:00
1,QLD1,ENERGY,64.77650337656769,2017/08/01 01:50:00
2,SA1,ENERGY,120.49459351221465,2017/08/01 01:50:00
3,TAS1,ENERGY,112.68979825790963,2017/08/01 01:50:00
4,VIC1,ENERGY,114.13790123147761,2017/08/01 01:50:00
0,NSW1,ENERGY,71.45314110378916,2017/08/01 01:55:00
1,QLD1,ENERGY,59.88467874794069,2017/08/01 01:55:00
2,SA1,ENERGY,120.49459351221465,2017/08/01 01:55:00
3,TAS1,ENERGY,112.36690046324158,2017/08/01 01:55:00
4,VIC1,ENERGY,113.81099604182344,2017/08/01 01:55:00
0,NSW1,ENERGY,71.48715560131807,2017/08/01 02:00:00
1,QLD1,ENERGY,59.88467874794069,2017/08/01 02:00:00
2,SA1,ENERGY,112.98921725239616,2017/08/01 02:00:00
3,TAS1,ENERGY,104.11577810503191,2017/08/01 02:00:00
4,VIC1,ENERGY,105.45453129992016,2017/08/01 02:00:00
0,NSW1,ENERGY,77.31282962804165,2017/08/01 02:05:00
1,QLD1,ENERGY,64.77650337656769,2017/08/01 02:05:00
2,SA1,ENERGY,146.3782409327964,2017/08/01 02:05:00
3,TAS1,ENERGY,134.87931359341505,2017/08/01 02:05:00
4,VIC1,ENERGY,136.61051217134113,2017/08/01 02:05:00
0,NSW1,ENERGY,82.53284600707731,2017/08/01 02:10:00
1,QLD1,ENERGY,64.77648394361668,2017/08/01 02:10:00
2,SA1,ENERGY,124.39027637853815,2017/08/01 02:10:00
3,TAS1,ENERGY,115.80564308940198,2017/08/01 02:10:00
4,VIC1,ENERGY,117.29372453621198,2017/08/01 02:10:00
0,NSW1,ENERGY,69.95429151853733,2017/08/01 02:15:00
1,QLD1,ENERGY,59.88467874794069,2017/08/01 02:15:00
2,SA1,ENERGY,129.51122421243963,2017/08/01 02:15:00
3,TAS1,ENERGY,120.32196118221398,2017/08/01 02:15:00
4,VIC1,ENERGY,121.85024606769015,2017/08/01 02:15:00
0,NSW1,ENERGY,77.29216592346447,2017/08/01 02:20:00
1,QLD1,ENERGY,64.77650337656769,2017/08/01 02:20:00
2,SA1,ENERGY,127.77935823823819,2017/08/01 02:20:00
3,TAS1,ENERGY,118.912890890891,2017/08/01 02:20:00
4,VIC1,ENERGY,120.44044044044044,2017/08/01 02:20:00
0,NSW1,ENERGY,71.00442520593083,2017/08/01 02:25:00
1,QLD1,ENERGY,59.88467874794069,2017/08/01 02:25:00
2,SA1,ENERGY,120.49459351221465,2017/08/01 02:25:00
3,TAS1,ENERGY,110.66452513015619,2017/08/01 02:25:00
4,VIC1,ENERGY,112.09093907689196,2017/08/01 02:25:00
0,NSW1,ENERGY,71.53644069192744,2017/08/01 02:30:00
1,QLD1,ENERGY,59.88467874794069,2017/08/01 02:30:00
2,SA1,ENERGY,120.49459351221465,2017/08/01 02:30:00
3,TAS1,ENERGY,111.67366735082153,2017/08/01 02:30:00
4,VIC1,ENERGY,113.11490213255912,2017/08/01 02:30:00
0,NSW1,ENERGY,71.5029052718288,2017/08/01 02:35:00
1,QLD1,ENERGY,59.8846787479409,2017/08/01 02:35:00
2,SA1,ENERGY,128.79037521630184,2017/08/01 02:35:00
3,TAS1,ENERGY,119.83520239716655,2017/08/01 02:35:00
4,VIC1,ENERGY,121.37466596702629,2017/08/01 02:35:00
0,NSW1,ENERGY,77.41736755457168,2017/08/01 02:40:00
1,QLD1,ENERGY,64.87850082372323,2017/08/01 02:40:00
2,SA1,ENERGY,120.49459351221465,2017/08/01 02:40:00
3,TAS1,ENERGY,111.02263506207403,2017/08/01 02:40:00
4,VIC1,ENERGY,112.4494104925907,2017/08/01 02:40:00
0,NSW1,ENERGY,70.79691516709511,2017/08/01 02:45:00
1,QLD1,ENERGY,60.12732447300792,2017/08/01 02:45:00
2,SA1,ENERGY,129.06192848848855,2017/08/01 02:45:00
3,TAS1,ENERGY,118.912890890891,2017/08/01 02:45:00
4,VIC1,ENERGY,120.44044044044044,2017/08/01 02:45:00
0,NSW1,ENERGY,69.95429151853733,2017/08/01 02:50:00
1,QLD1,ENERGY,59.88467874794069,2017/08/01 02:50:00
2,SA1,ENERGY,120.49459351221465,2017/08/01 02:50:00
3,TAS1,ENERGY,112.20781988386018,2017/08/01 02:50:00
4,VIC1,ENERGY,113.64977763315959,2017/08/01 02:50:00
0,NSW1,ENERGY,74.9580360889635,2017/08/01 02:55:00
1,QLD1,ENERGY,63.67715148971895,2017/08/01 02:55:00
2,SA1,ENERGY,112.98921725239616,2017/08/01 02:55:00
3,TAS1,ENERGY,104.15668020167736,2017/08/01 02:55:00
4,VIC1,ENERGY,105.4958853534345,2017/08/01 02:55:00
0,NSW1,ENERGY,69.95429151853733,2017/08/01 03:00:00
1,QLD1,ENERGY,59.88467874794069,2017/08/01 03:00:00
2,SA1,ENERGY,112.98921725239656,2017/08/01 03:00:00
3,TAS1,ENERGY,103.61263863863874,2017/08/01 03:00:00
4,VIC1,ENERGY,104.94494494494495,2017/08/01 03:00:00
0,NSW1,ENERGY,86.99847638395124,2017/08/01 03:05:00
1,QLD1,ENERGY,72.96614413407822,2017/08/01 03:05:00
2,SA1,ENERGY,113.52093446180584,2017/08/01 03:05:00
3,TAS1,ENERGY,103.61263863863874,2017/08/01 03:05:00
