,State,Service,Price,DateTime
0,NSW1,ENERGY,55.93651439617458,2017/02/01 00:05:00
1,QLD1,ENERGY,59.25159192186386,2017/02/01 00:05:00
2,SA1,ENERGY,42.22316649149718,2017/02/01 00:05:00
3,TAS1,ENERGY,73.90450599421249,2017/02/01 00:05:00
4,VIC1,ENERGY,35.20518358531317,2017/02/01 00:05:00
0,NSW1,ENERGY,55.90175581041307,2017/02/01 00:10:00
1,QLD1,ENERGY,60.05497675834777,2017/02/01 00:10:00
2,SA1,ENERGY,43.01426059657986,2017/02/01 00:10:00
3,TAS1,ENERGY,73.90450599421249,2017/02/01 00:10:00
4,VIC1,ENERGY,35.20518358531317,2017/02/01 00:10:00
0,NSW1,ENERGY,55.93651439617458,2017/02/01 00:15:00
1,QLD1,ENERGY,60.93975592634039,2017/02/01 00:15:00
2,SA1,ENERGY,44.0181676025913,2017/02/01 00:15:00
3,TAS1,ENERGY,73.90450599421249,2017/02/01 00:15:00
4,VIC1,ENERGY,35.20518358531317,2017/02/01 00:15:00
0,NSW1,ENERGY,55.937594011318325,2017/02/01 00:20:00
1,QLD1,ENERGY,60.940040055194004,2017/02/01 00:20:00
2,SA1,ENERGY,44.25747611998891,2017/02/01 00:20:00
3,TAS1,ENERGY,73.90450599421249,2017/02/01 00:20:00
4,VIC1,ENERGY,35.20518358531317,2017/02/01 00:20:00
0,NSW1,ENERGY,55.93651439617458,2017/02/01 00:25:00
1,QLD1,ENERGY,60.47984590497514,2017/02/01 00:25:00
2,SA1,ENERGY,44.85438434557083,2017/02/01 00:25:00
3,TAS1,ENERGY,73.90450599421249,2017/02/01 00:25:00
4,VIC1,ENERGY,35.20518358531317,2017/02/01 00:25:00
0,NSW1,ENERGY,56.82643595230622,2017/02/01 00:30:00
1,QLD1,ENERGY,60.935048635080015,2017/02/01 00:30:00
2,SA1,ENERGY,44.06012346630922,2017/02/01 00:30:00
3,TAS1,ENERGY,73.90450599421249,2017/02/01 00:30:00
4,VIC1,ENERGY,35.20518358531317,2017/02/01 00:30:00
0,NSW1,ENERGY,55.94149908592321,2017/02/01 00:35:00
1,QLD1,ENERGY,3500.6900212314226,2017/02/01 00:35:00
2,SA1,ENERGY,43.82405857988396,2017/02/01 00:35:00
3,TAS1,ENERGY,73.90450599421249,2017/02/01 00:35:00
4,VIC1,ENERGY,35.20518358531317,2017/02/01 00:35:00
0,NSW1,ENERGY,0.0,2017/02/01 00:40:00
1,QLD1,ENERGY,0.0,2017/02/01 00:40:00
2,SA1,ENERGY,0.0,2017/02/01 00:40:00
3,TAS1,ENERGY,73.90450599421249,2017/02/01 00:40:00
4,VIC1,ENERGY,0.0,2017/02/01 00:40:00
0,NSW1,ENERGY,0.0,2017/02/01 00:45:00
1,QLD1,ENERGY,0.0,2017/02/01 00:45:00
2,SA1,ENERGY,0.0,2017/02/01 00:45:00
3,TAS1,ENERGY,73.90450599421249,2017/02/01 00:45:00
4,VIC1,ENERGY,0.0,2017/02/01 00:45:00
0,NSW1,ENERGY,18.10286083499841,2017/02/01 00:50:00
1,QLD1,ENERGY,17.040447643285297,2017/02/01 00:50:00
2,SA1,ENERGY,17.402124034072976,2017/02/01 00:50:00
3,TAS1,ENERGY,73.90450599421249,2017/02/01 00:50:00
4,VIC1,ENERGY,16.15311809864339,2017/02/01 00:50:00
0,NSW1,ENERGY,27.902255893364178,2017/02/01 00:55:00
1,QLD1,ENERGY,24.943217014247367,2017/02/01 00:55:00
