,State,Service,Price,DateTime
0,NSW1,ENERGY,74.26401873179759,2017/12/01 00:05:00
1,QLD1,ENERGY,63.21350445791098,2017/12/01 00:05:00
2,SA1,ENERGY,77.92737020388185,2017/12/01 00:05:00
3,TAS1,ENERGY,51.04448685366566,2017/12/01 00:05:00
4,VIC1,ENERGY,80.10040048697692,2017/12/01 00:05:00
0,NSW1,ENERGY,68.579283188967,2017/12/01 00:10:00
1,QLD1,ENERGY,59.793296455043176,2017/12/01 00:10:00
2,SA1,ENERGY,70.62125737142166,2017/12/01 00:10:00
3,TAS1,ENERGY,49.65805035807738,2017/12/01 00:10:00
4,VIC1,ENERGY,72.96481618937884,2017/12/01 00:10:00
0,NSW1,ENERGY,69.21364087726523,2017/12/01 00:15:00
1,QLD1,ENERGY,59.94645799011532,2017/12/01 00:15:00
2,SA1,ENERGY,72.22397215815485,2017/12/01 00:15:00
3,TAS1,ENERGY,50.17885177100494,2017/12/01 00:15:00
4,VIC1,ENERGY,73.48116927512358,2017/12/01 00:15:00
0,NSW1,ENERGY,69.89203084832903,2017/12/01 00:20:00
1,QLD1,ENERGY,59.94644000617792,2017/12/01 00:20:00
2,SA1,ENERGY,73.32636449254498,2017/12/01 00:20:00
3,TAS1,ENERGY,34.836977498787746,2017/12/01 00:20:00
4,VIC1,ENERGY,73.49748115167093,2017/12/01 00:20:00
0,NSW1,ENERGY,69.89203084832904,2017/12/01 00:25:00
1,QLD1,ENERGY,59.94645799011532,2017/12/01 00:25:00
2,SA1,ENERGY,73.53431425192841,2017/12/01 00:25:00
3,TAS1,ENERGY,25.2030007643795,2017/12/01 00:25:00
4,VIC1,ENERGY,72.97475865295657,2017/12/01 00:25:00
0,NSW1,ENERGY,69.91472355031257,2017/12/01 00:30:00
1,QLD1,ENERGY,59.718554766196576,2017/12/01 00:30:00
2,SA1,ENERGY,73.81749696694789,2017/12/01 00:30:00
3,TAS1,ENERGY,4.099145388270707,2017/12/01 00:30:00
4,VIC1,ENERGY,72.38617783831177,2017/12/01 00:30:00
0,NSW1,ENERGY,80.15400059904145,2017/12/01 00:35:00
1,QLD1,ENERGY,68.94708088059122,2017/12/01 00:35:00
2,SA1,ENERGY,80.00199680511182,2017/12/01 00:35:00
3,TAS1,ENERGY,82.86934837260422,2017/12/01 00:35:00
4,VIC1,ENERGY,81.82516231030375,2017/12/01 00:35:00
0,NSW1,ENERGY,78.67684373003289,2017/12/01 00:40:00
1,QLD1,ENERGY,67.21111755191724,2017/12/01 00:40:00
2,SA1,ENERGY,80.00199680511182,2017/12/01 00:40:00
3,TAS1,ENERGY,81.22570734824332,2017/12/01 00:40:00
4,VIC1,ENERGY,80.20224180311536,2017/12/01 00:40:00
0,NSW1,ENERGY,76.35118917936573,2017/12/01 00:45:00
1,QLD1,ENERGY,64.77553542009885,2017/12/01 00:45:00
2,SA1,ENERGY,80.00199680511182,2017/12/01 00:45:00
3,TAS1,ENERGY,-0.7031488841332926,2017/12/01 00:45:00
4,VIC1,ENERGY,76.66007339257195,2017/12/01 00:45:00
0,NSW1,ENERGY,72.55525093849833,2017/12/01 00:50:00
1,QLD1,ENERGY,61.93426584464849,2017/12/01 00:50:00
2,SA1,ENERGY,80.00199680511182,2017/12/01 00:50:00
3,TAS1,ENERGY,17.87290625947918,2017/12/01 00:50:00
4,VIC1,ENERGY,75.54812563897767,2017/12/01 00:50:00
0,NSW1,ENERGY,70.27043698517316,2017/12/01 00:55:00
1,QLD1,ENERGY,59.94645799011532,2017/12/01 00:55:00
2,SA1,ENERGY,80.41697446457994,2017/12/01 00:55:00
3,TAS1,ENERGY,11.34924882077995,2017/12/01 00:55:00
4,VIC1,ENERGY,73.6905622528832,2017/12/01 00:55:00
0,NSW1,ENERGY,60.01421897217144,2017/12/01 01:00:00
1,QLD1,ENERGY,51.51800599228104,2017/12/01 01:00:00
2,SA1,ENERGY,68.78469693276473,2017/12/01 01:00:00
3,TAS1,ENERGY,11.204717224318006,2017/12/01 01:00:00
4,VIC1,ENERGY,62.372177635587704,2017/12/01 01:00:00
0,NSW1,ENERGY,72.56413116014387,2017/12/01 01:05:00
1,QLD1,ENERGY,62.333395806709206,2017/12/01 01:05:00
2,SA1,ENERGY,80.00199680511182,2017/12/01 01:05:00
3,TAS1,ENERGY,31.674000617707577,2017/12/01 01:05:00
4,VIC1,ENERGY,75.60940716853042,2017/12/01 01:05:00
0,NSW1,ENERGY,70.29597417627679,2017/12/01 01:10:00
1,QLD1,ENERGY,59.94645799011532,2017/12/01 01:10:00
2,SA1,ENERGY,76.7245124382207,2017/12/01 01:10:00
3,TAS1,ENERGY,5.426041847940809,2017/12/01 01:10:00
4,VIC1,ENERGY,72.53653299011523,2017/12/01 01:10:00
0,NSW1,ENERGY,68.99916072177926,2017/12/01 01:15:00
1,QLD1,ENERGY,59.59799057385647,2017/12/01 01:15:00
2,SA1,ENERGY,73.27565970415442,2017/12/01 01:15:00
3,TAS1,ENERGY,2.4462810120324594,2017/12/01 01:15:00
4,VIC1,ENERGY,70.7247193327738,2017/12/01 01:15:00
0,NSW1,ENERGY,61.68443540248294,2017/12/01 01:20:00
1,QLD1,ENERGY,54.01598846615938,2017/12/01 01:20:00
2,SA1,ENERGY,65.99919903884661,2017/12/01 01:20:00
3,TAS1,ENERGY,0.9702912294754213,2017/12/01 01:20:00
4,VIC1,ENERGY,63.68757709251106,2017/12/01 01:20:00
0,NSW1,ENERGY,67.01323597912187,2017/12/01 01:25:00
1,QLD1,ENERGY,57.88010616675765,2017/12/01 01:25:00
