State,Service,Price,DateTime
TAS1,ENERGY,85.24524121,22/01/2017 0:10
VIC1,ENERGY,35.20518359,22/01/2017 0:10
NSW1,ENERGY,76.56096658,27/01/2017 13:40
QLD1,ENERGY,98.93316599,27/01/2017 13:40
SA1,ENERGY,89.01015129,27/01/2017 13:40
TAS1,ENERGY,76.75692435,27/01/2017 13:40
VIC1,ENERGY,74.93360663,27/01/2017 13:40
NSW1,ENERGY,39.82327849,21/01/2017 3:35
QLD1,ENERGY,40.96907386,21/01/2017 3:35
SA1,ENERGY,39.27286091,21/01/2017 3:35
TAS1,ENERGY,83.61365696,21/01/2017 3:35
VIC1,ENERGY,35.20518359,21/01/2017 3:35
NSW1,ENERGY,45.13172967,19/01/2017 5:45
QLD1,ENERGY,47.60314318,19/01/2017 5:45
SA1,ENERGY,43.90234135,19/01/2017 5:45
TAS1,ENERGY,89.30343117,19/01/2017 5:45
VIC1,ENERGY,39.97723482,19/01/2017 5:45
NSW1,ENERGY,39.92484258,9/01/2017 2:20
QLD1,ENERGY,38.01759292,9/01/2017 2:20
SA1,ENERGY,79.98801678,9/01/2017 2:20
TAS1,ENERGY,80.57206164,9/01/2017 2:20
VIC1,ENERGY,25.19798416,9/01/2017 2:20
NSW1,ENERGY,40.66188143,21/01/2017 2:50
QLD1,ENERGY,42.40534773,21/01/2017 2:50
SA1,ENERGY,40.08282657,21/01/2017 2:50
TAS1,ENERGY,83.61365696,21/01/2017 2:50
VIC1,ENERGY,35.20518359,21/01/2017 2:50
NSW1,ENERGY,61.00774414,24/01/2017 20:25
QLD1,ENERGY,98.6648727,24/01/2017 20:25
SA1,ENERGY,65.03034466,24/01/2017 20:25
TAS1,ENERGY,85.24524121,24/01/2017 20:25
VIC1,ENERGY,56.11256206,24/01/2017 20:25
NSW1,ENERGY,69.81441873,2/01/2017 12:30
QLD1,ENERGY,85.99225653,2/01/2017 12:30
SA1,ENERGY,28.94405786,2/01/2017 12:30
TAS1,ENERGY,80.57206164,2/01/2017 12:30
VIC1,ENERGY,33.94288418,2/01/2017 12:30
NSW1,ENERGY,71.98576883,4/01/2017 12:50
QLD1,ENERGY,71.04420578,4/01/2017 12:50
SA1,ENERGY,81.22715688,4/01/2017 12:50
TAS1,ENERGY,71.28026914,4/01/2017 12:50
VIC1,ENERGY,69.58562157,4/01/2017 12:50
NSW1,ENERGY,91.02166467,16/01/2017 11:25
QLD1,ENERGY,98.66579732,16/01/2017 11:25
SA1,ENERGY,100.3313189,16/01/2017 11:25
TAS1,ENERGY,78.08545085,16/01/2017 11:25
VIC1,ENERGY,85.80129805,16/01/2017 11:25
NSW1,ENERGY,44.9587954,14/01/2017 0:20
QLD1,ENERGY,60.94362998,14/01/2017 0:20
SA1,ENERGY,29.95581491,14/01/2017 0:20
TAS1,ENERGY,30.4871013,14/01/2017 0:20
VIC1,ENERGY,25.19798416,14/01/2017 0:20
NSW1,ENERGY,94.34145237,16/01/2017 12:35
QLD1,ENERGY,101.8794373,16/01/2017 12:35
SA1,ENERGY,102.6835608,16/01/2017 12:35
TAS1,ENERGY,76.09024071,16/01/2017 12:35
VIC1,ENERGY,87.04600733,16/01/2017 12:35
NSW1,ENERGY,39.92267779,8/01/2017 3:20
QLD1,ENERGY,35.24948882,8/01/2017 3:20
SA1,ENERGY,53.67643009,8/01/2017 3:20
TAS1,ENERGY,80.57206164,8/01/2017 3:20
VIC1,ENERGY,35.20518394,8/01/2017 3:20
NSW1,ENERGY,64.51422263,5/01/2017 22:35
QLD1,ENERGY,70.03096555,5/01/2017 22:35
SA1,ENERGY,62.2536692,5/01/2017 22:35
TAS1,ENERGY,81.36628604,5/01/2017 22:35
VIC1,ENERGY,58.24817518,5/01/2017 22:35
NSW1,ENERGY,141.9993966,18/01/2017 13:55
QLD1,ENERGY,148.6718062,18/01/2017 13:55
SA1,ENERGY,79.98801678,18/01/2017 13:55
TAS1,ENERGY,63.31145707,18/01/2017 13:55
VIC1,ENERGY,95.14314477,18/01/2017 13:55
NSW1,ENERGY,47.15020013,11/01/2017 0:45
QLD1,ENERGY,46.39983692,11/01/2017 0:45
SA1,ENERGY,22.5617186,11/01/2017 0:45
TAS1,ENERGY,22.42978032,11/01/2017 0:45
VIC1,ENERGY,10.50087422,11/01/2017 0:45
NSW1,ENERGY,90.9011187,4/01/2017 18:25
QLD1,ENERGY,94.98487495,4/01/2017 18:25
SA1,ENERGY,102.5074397,4/01/2017 18:25
TAS1,ENERGY,91.2877222,4/01/2017 18:25
VIC1,ENERGY,89.14246073,4/01/2017 18:25
NSW1,ENERGY,89.31320066,23/01/2017 9:50
QLD1,ENERGY,92.07383532,23/01/2017 9:50
SA1,ENERGY,130.8984224,23/01/2017 9:50
TAS1,ENERGY,91.99049194,23/01/2017 9:50
VIC1,ENERGY,89.82871538,23/01/2017 9:50
NSW1,ENERGY,44.96923152,29/01/2017 1:50
QLD1,ENERGY,47.11969241,29/01/2017 1:50
SA1,ENERGY,44.47458446,29/01/2017 1:50
TAS1,ENERGY,76.75692435,29/01/2017 1:50
VIC1,ENERGY,35.20518359,29/01/2017 1:50
NSW1,ENERGY,57.59253563,1/01/2017 14:25
QLD1,ENERGY,94.84729467,1/01/2017 14:25
SA1,ENERGY,22.85224834,1/01/2017 14:25
TAS1,ENERGY,91.2877222,1/01/2017 14:25
VIC1,ENERGY,30.64375768,1/01/2017 14:25
NSW1,ENERGY,36.14158231,11/01/2017 1:20
QLD1,ENERGY,35.06850181,11/01/2017 1:20
SA1,ENERGY,19.26057152,11/01/2017 1:20
TAS1,ENERGY,18.896188,11/01/2017 1:20
VIC1,ENERGY,10.50087422,11/01/2017 1:20
NSW1,ENERGY,64.91060019,21/01/2017 13:00
QLD1,ENERGY,74.74081056,21/01/2017 13:00
SA1,ENERGY,79.98801678,21/01/2017 13:00
TAS1,ENERGY,85.21986971,21/01/2017 13:00
VIC1,ENERGY,35.20518351,21/01/2017 13:00
NSW1,ENERGY,75.007543,19/01/2017 4:05
QLD1,ENERGY,81.17256297,19/01/2017 4:05
SA1,ENERGY,52.67080447,19/01/2017 4:05
TAS1,ENERGY,83.61365696,19/01/2017 4:05
VIC1,ENERGY,25.19798416,19/01/2017 4:05
NSW1,ENERGY,46.21341647,12/01/2017 6:40
QLD1,ENERGY,48.09994056,12/01/2017 6:40
SA1,ENERGY,48.16198462,12/01/2017 6:40
TAS1,ENERGY,80.30333876,12/01/2017 6:40
VIC1,ENERGY,35.40232645,12/01/2017 6:40
NSW1,ENERGY,93.50296691,13/01/2017 17:55
QLD1,ENERGY,104.4000832,13/01/2017 17:55
SA1,ENERGY,58.44962177,13/01/2017 17:55
TAS1,ENERGY,80.34311699,13/01/2017 17:55
VIC1,ENERGY,66.56928812,13/01/2017 17:55
NSW1,ENERGY,99.59908908,3/01/2017 11:45
QLD1,ENERGY,98.93660954,3/01/2017 11:45
SA1,ENERGY,72.92535443,3/01/2017 11:45
TAS1,ENERGY,91.2877222,3/01/2017 11:45
VIC1,ENERGY,25.19798416,3/01/2017 11:45
NSW1,ENERGY,55.94630108,2/01/2017 2:25
QLD1,ENERGY,60.94362998,2/01/2017 2:25
SA1,ENERGY,25.30986841,2/01/2017 2:25
TAS1,ENERGY,80.57206164,2/01/2017 2:25
VIC1,ENERGY,25.46659076,2/01/2017 2:25
NSW1,ENERGY,49.40030448,16/01/2017 2:55
QLD1,ENERGY,51.46830034,16/01/2017 2:55
SA1,ENERGY,49.77658663,16/01/2017 2:55
TAS1,ENERGY,96.39313766,16/01/2017 2:55
VIC1,ENERGY,45.70521122,16/01/2017 2:55
NSW1,ENERGY,52.58756378,13/01/2017 5:25
QLD1,ENERGY,55.3722334,13/01/2017 5:25
SA1,ENERGY,55.56326761,13/01/2017 5:25
TAS1,ENERGY,80.34311699,13/01/2017 5:25
VIC1,ENERGY,49.53046278,13/01/2017 5:25
NSW1,ENERGY,45.13034411,4/01/2017 1:40
QLD1,ENERGY,43.09000125,4/01/2017 1:40
SA1,ENERGY,29.04188919,4/01/2017 1:40
TAS1,ENERGY,85.57206164,4/01/2017 1:40
VIC1,ENERGY,22.6133841,4/01/2017 1:40
NSW1,ENERGY,63.51505273,7/01/2017 2:20
QLD1,ENERGY,60.400211,7/01/2017 2:20
SA1,ENERGY,12.50073739,7/01/2017 2:20
TAS1,ENERGY,91.27499179,7/01/2017 2:20
VIC1,ENERGY,30.30985413,7/01/2017 2:20
NSW1,ENERGY,69.95730501,1/01/2017 11:10
QLD1,ENERGY,77.50856647,1/01/2017 11:10
SA1,ENERGY,40.89118173,1/01/2017 11:10
TAS1,ENERGY,91.2877222,1/01/2017 11:10
VIC1,ENERGY,25.19798416,1/01/2017 11:10
NSW1,ENERGY,59.58155392,21/01/2017 15:50
QLD1,ENERGY,65.061213,21/01/2017 15:50
SA1,ENERGY,79.98801678,21/01/2017 15:50
TAS1,ENERGY,85.24524121,21/01/2017 15:50
VIC1,ENERGY,56.05672199,21/01/2017 15:50
NSW1,ENERGY,45.08040021,12/01/2017 23:25
QLD1,ENERGY,49.55899208,12/01/2017 23:25
SA1,ENERGY,50.13515162,12/01/2017 23:25
TAS1,ENERGY,80.30333876,12/01/2017 23:25
VIC1,ENERGY,44.15015641,12/01/2017 23:25
NSW1,ENERGY,45.13034411,26/01/2017 1:05
